Rotation,Angle (deg),Distance (mm)
357.2,14.8,2346.0
357.2,17.0,2366.8
357.2,19.1,2404.0
357.2,21.3,2439.2
357.2,23.3,2485.2
357.2,25.5,2525.5
357.2,27.6,2577.8
357.2,29.7,2644.5
357.2,31.9,2706.0
357.2,34.0,2776.0
357.2,36.2,2856.5
357.2,38.3,2951.8
357.2,40.5,3052.5
357.2,42.6,3174.8
357.2,44.7,3290.5
357.2,46.8,3386.5
357.2,49.0,3287.2
357.2,51.1,3172.0
357.2,53.3,3076.5
357.2,55.5,2991.8
357.2,57.6,2973.2
357.2,59.8,3028.0
357.2,61.9,3009.5
357.2,64.1,2978.8
357.2,66.2,2928.2
357.2,68.4,2874.0
357.2,70.5,2829.5
357.2,72.7,2805.8
357.2,74.8,2761.2
357.2,77.0,2753.5
357.2,79.1,2732.2
357.2,81.3,2705.2
357.2,83.6,2699.0
357.2,85.7,2689.2
357.2,87.9,2692.8
357.2,90.0,2676.0
357.2,92.2,2692.0
357.2,94.4,2687.8
357.2,96.5,2709.0
357.2,98.7,2703.2
357.2,100.8,2692.2
357.2,103.1,2320.5
357.2,105.3,2011.0
357.2,107.4,1783.5
357.2,132.0,273.2
357.2,137.8,248.8
357.2,219.1,228.8
357.2,220.0,237.0
357.2,226.0,266.2
357.2,228.2,274.8
357.2,258.8,0.0
357.2,259.9,3019.5
356.8,262.0,3005.2
356.8,264.1,2990.5
356.8,266.5,2173.0
356.8,268.6,2170.8
356.8,270.8,2139.5
356.8,272.9,2164.5
356.8,275.1,2189.5
356.8,277.2,2201.2
356.8,279.4,2236.8
356.8,281.6,2281.8
356.8,292.1,3289.5
356.8,294.3,3339.0
356.8,296.4,3402.0
356.8,298.5,3467.8
356.8,300.6,3482.2
356.8,302.8,3578.0
356.8,304.9,3674.8
356.8,307.1,3674.0
356.8,309.2,3508.8
356.8,311.4,3358.0
356.8,313.6,3219.0
356.8,315.8,3091.5
356.8,317.9,2986.5
356.8,320.1,2891.5
356.8,322.2,2798.2
356.8,324.5,2723.5
356.8,326.6,2666.2
356.8,328.8,2603.2
356.8,331.0,2543.2
356.8,333.1,2497.8
356.8,335.3,2457.8
356.8,337.5,2419.5
356.8,339.6,2385.0
356.8,341.8,2352.2
356.8,344.0,2322.8
356.8,346.1,2303.0
356.8,348.3,2282.8
356.8,350.4,2262.0
356.8,352.6,2260.0
356.8,354.8,2243.5
356.8,356.9,2236.0
356.8,359.1,2238.8
356.8,1.3,2250.5
356.8,3.4,2244.0
356.8,5.5,2260.5
356.8,7.7,2268.8
356.8,9.9,2286.0
356.8,12.1,2302.5
356.8,14.2,2334.2
356.8,16.3,2362.5
356.8,18.5,2398.0
356.8,20.6,2433.2
356.8,22.8,2472.0
356.8,25.0,2511.0
356.8,27.1,2565.2
356.8,29.2,2624.0
356.8,31.4,2689.5
356.8,33.5,2753.5
356.8,35.8,2837.2
356.8,37.9,2930.8
356.8,40.1,3031.0
356.8,42.2,3147.0
356.8,44.4,3270.8
356.8,46.5,3402.0
356.8,48.7,3287.2
356.8,50.9,3179.2
356.8,53.1,3092.5
356.8,55.2,3001.2
356.8,57.4,2986.2
356.8,59.6,3041.8
356.8,61.8,3007.0
356.8,63.9,2978.5
356.8,66.1,2914.8
356.8,68.3,2859.2
356.8,70.5,2828.0
356.8,72.7,2799.0
356.8,74.8,2756.2
356.8,77.0,2742.2
356.8,79.2,2728.2
356.8,81.4,2698.0
356.8,83.6,2695.2
356.8,85.8,2688.2
356.8,88.0,2688.8
356.8,90.2,2674.0
356.8,92.4,2694.8
356.8,94.5,2688.2
356.8,96.7,2707.2
356.8,98.9,2709.0
356.8,101.1,2696.2
356.8,103.4,2269.8
356.8,105.7,1969.8
356.8,124.6,310.8
356.8,130.3,277.2
356.8,131.8,267.5
356.8,134.7,255.5
356.8,136.9,249.2
356.8,217.8,228.2
356.8,220.4,236.2
356.8,228.4,272.0
356.8,259.8,3012.2
356.8,262.0,2999.0
356.8,266.5,2192.5
356.8,268.6,2173.8
356.8,270.8,2146.8
356.8,273.0,2170.0
356.8,275.2,2193.5
356.8,277.4,2218.5
356.8,279.5,2253.0
356.8,281.7,2301.2
356.8,292.4,3294.0
356.8,294.6,3357.0
356.8,296.8,3416.0
356.8,298.9,3481.0
356.8,301.0,3499.8
356.8,303.2,3590.5
356.8,305.3,3688.5
356.8,307.5,3633.8
356.8,309.7,3465.5
356.8,311.9,3313.5
356.8,314.1,3180.2
356.8,316.3,3054.8
356.8,318.5,2959.8
356.8,320.7,2858.0
356.8,322.9,2766.8
356.8,325.1,2708.5
356.8,327.3,2644.2
356.8,329.5,2581.0
356.8,331.7,2529.0
356.8,333.9,2477.2
356.8,336.1,2434.8
356.8,338.3,2400.2
356.8,340.4,2368.0
356.8,342.6,2336.8
356.8,344.8,2317.0
356.8,347.0,2289.8
356.8,349.2,2272.8
356.8,351.4,2262.2
356.8,353.6,2244.2
356.8,355.8,2251.2
356.8,357.9,2238.8
356.8,0.1,2238.5
356.8,2.3,2243.2
356.8,4.5,2255.5
356.8,6.6,2266.2
356.8,8.8,2272.5
356.8,11.0,2293.5
356.8,13.2,2321.0
356.8,15.4,2356.0
356.8,17.5,2382.8
356.8,19.7,2422.0
356.8,21.9,2459.5
356.8,24.0,2494.8
356.8,26.2,2543.2
356.8,28.4,2607.2
356.8,30.6,2662.5
356.8,32.7,2735.0
356.8,35.0,2800.2
356.8,37.2,2898.0
356.8,39.3,2995.5
356.8,41.5,3106.0
356.8,43.7,3230.5
356.8,45.8,3369.5
356.8,48.1,3313.5
356.8,50.2,3200.8
356.8,52.5,3111.0
356.8,54.7,3011.8
356.8,56.9,2986.5
356.8,59.1,3052.0
356.8,61.2,3052.5
356.8,63.5,2984.8
356.8,65.7,2911.5
356.8,67.9,2874.2
356.8,70.1,2842.8
356.8,72.3,2793.8
356.8,74.5,2755.0
356.8,76.7,2748.0
356.8,78.9,2712.0
356.8,81.1,2709.5
356.8,83.4,2694.0
356.8,85.6,2690.2
356.8,87.8,2687.5
356.8,90.0,2675.0
356.8,92.2,2687.0
356.8,94.4,2685.2
356.8,96.6,2708.5
356.8,98.8,2704.2
356.8,101.0,2690.5
356.8,103.3,2289.8
356.8,105.6,1987.2
356.8,130.1,286.0
356.8,132.0,268.2
356.8,135.9,256.5
356.8,137.6,243.2
356.4,218.7,232.8
356.4,220.4,239.0
356.4,226.6,267.5
356.4,229.0,277.8
356.4,260.0,0.0
356.4,259.0,3018.8
356.4,261.2,3000.8
356.4,263.4,2988.8
356.4,265.7,2486.5
356.4,268.0,2174.8
356.4,270.2,2175.5
356.4,272.3,2167.5
356.4,274.5,2182.2
356.4,276.8,2219.8
356.4,279.0,2241.8
356.4,281.1,2315.2
356.4,292.0,3284.2
356.4,294.1,3337.0
356.4,296.3,3402.0
356.4,298.5,3471.8
356.4,300.6,3475.2
356.4,302.8,3578.8
356.4,305.0,3675.2
356.4,307.2,3672.8
356.4,309.4,3506.2
356.4,311.6,3331.5
356.4,313.8,3205.2
356.4,316.0,3077.5
356.4,318.2,2978.8
356.4,320.4,2876.8
356.4,322.7,2780.2
356.4,324.9,2708.2
356.4,327.1,2649.2
356.4,329.3,2588.0
356.4,331.6,2529.2
356.4,333.8,2484.8
356.4,336.0,2439.5
356.4,338.2,2400.0
356.4,340.4,2368.2
356.4,342.6,2333.0
356.4,344.8,2304.5
356.4,347.0,2291.2
356.4,349.2,2278.5
356.4,351.5,2262.0
356.4,353.6,2252.0
356.4,355.9,2241.2
356.4,358.0,2239.5
356.4,0.2,2240.5
356.4,2.4,2243.8
356.4,4.6,2257.0
356.4,6.8,2264.8
356.4,9.0,2272.5
356.4,11.2,2296.2
356.4,13.5,2323.8
356.4,15.6,2358.0
356.4,17.8,2389.2
356.4,20.0,2426.2
356.4,22.2,2460.2
356.4,24.4,2501.8
356.4,26.6,2544.2
356.4,28.8,2612.8
356.4,31.0,2666.0
356.4,33.2,2742.2
356.4,35.5,2832.2
356.4,37.6,2915.5
356.4,39.8,3017.8
356.4,42.0,3134.0
356.4,44.2,3258.0
356.4,46.4,3384.2
356.4,48.6,3295.2
356.4,50.8,3181.5
356.4,53.0,3079.2
356.4,55.3,2997.8
356.4,57.5,2977.5
356.4,59.7,3024.0
356.4,61.9,3010.5
356.4,64.2,2949.5
356.4,66.4,2901.0
356.4,68.6,2857.2
356.4,70.8,2812.2
356.4,73.0,2781.2
356.4,75.2,2751.0
356.4,77.4,2731.5
356.4,79.7,2716.2
356.4,81.9,2697.0
356.4,84.2,2689.2
356.4,86.5,2676.8
356.4,88.7,2667.2
356.4,90.9,2692.2
356.4,93.1,2684.2
356.4,95.3,2705.8
356.4,97.6,2703.2
356.4,99.8,2671.5
356.4,104.3,2137.2
356.4,106.7,1873.0
356.4,130.8,273.0
356.4,137.6,248.8
356.4,219.4,228.8
356.4,222.3,238.5
356.4,224.3,243.5
356.4,224.9,256.2
356.4,227.2,267.2
356.4,228.4,276.5
356.4,260.0,0.0
356.4,259.1,3013.5
356.4,261.3,2999.0
356.4,263.5,2994.0
356.4,265.8,2490.0
356.4,268.1,2181.8
356.4,270.3,2188.2
356.4,272.5,2178.5
356.4,274.8,2193.2
356.4,277.0,2220.0
356.4,279.2,2255.8
356.4,292.3,3275.0
356.4,294.5,3334.2
356.4,296.7,3401.5
356.4,298.8,3473.0
356.4,301.0,3482.8
356.4,303.2,3588.0
356.4,305.4,3681.0
356.4,307.6,3626.0
356.4,309.9,3460.2
356.4,312.1,3302.5
356.4,314.3,3172.5
356.4,316.5,3044.0
356.4,318.8,2948.0
356.4,321.0,2854.5
356.4,323.3,2764.0
356.4,325.5,2697.5
356.4,327.8,2632.0
356.4,330.0,2574.5
356.4,332.2,2516.2
356.4,334.4,2467.5
356.4,336.7,2427.2
356.4,338.9,2392.8
356.4,341.1,2359.8
356.4,343.3,2329.8
356.4,345.5,2297.0
356.4,347.8,2284.2
356.4,350.0,2268.2
356.4,352.2,2256.5
356.4,354.5,2238.2
356.4,356.7,2242.0
356.4,358.9,2241.0
356.4,1.1,2250.5
356.4,3.3,2252.5
356.4,5.5,2254.2
356.4,7.7,2265.5
356.4,9.9,2287.0
356.4,12.2,2303.2
356.4,14.4,2333.5
356.4,16.6,2366.5
356.4,18.8,2397.5
356.4,21.0,2439.5
356.4,23.2,2482.2
356.4,25.4,2527.2
356.4,27.6,2575.8
356.4,29.8,2641.0
356.4,32.0,2704.0
356.4,34.2,2776.8
356.4,36.5,2865.2
356.4,38.8,2968.5
356.4,41.0,3073.8
356.4,43.2,3201.2
356.4,45.4,3331.0
356.4,47.6,3334.8
356.4,49.8,3231.5
356.4,52.1,3125.5
356.4,54.3,3019.2
356.4,56.6,2950.8
356.4,58.8,3052.5
356.4,61.0,3041.8
356.4,63.3,2969.0
356.4,65.5,2916.0
356.4,67.7,2876.0
356.4,70.0,2832.8
356.4,72.2,2786.2
356.4,74.4,2754.0
356.4,76.7,2743.0
356.2,78.9,2708.2
356.2,81.1,2704.0
356.2,83.5,2684.2
356.2,85.7,2671.2
356.2,88.0,2675.2
356.2,90.2,2670.0
356.2,92.4,2689.2
356.2,94.7,2684.8
356.2,96.9,2706.8
356.2,99.1,2715.0
356.2,101.4,2685.8
356.2,103.7,2227.2
356.2,106.1,1937.0
356.2,125.3,310.8
356.2,130.8,274.2
356.2,133.6,266.5
356.2,135.1,253.0
356.2,220.0,229.0
356.2,222.3,236.8
356.2,223.9,248.8
356.2,226.5,268.8
356.2,229.0,277.8
356.2,260.4,0.0
356.2,259.6,3013.5
356.2,261.8,2914.2
356.2,264.1,2845.5
356.2,266.3,2489.0
356.2,268.6,2191.0
356.2,270.9,2193.8
356.2,273.1,2189.0
356.2,275.4,2201.5
356.2,277.6,2237.0
356.2,279.8,2327.2
356.2,293.0,3293.5
356.2,295.2,3361.8
356.2,297.4,3426.5
356.2,299.6,3438.0
356.2,301.8,3515.2
356.2,304.0,3612.0
356.2,306.2,3728.0
356.2,308.5,3573.2
356.2,310.7,3389.8
356.2,313.0,3249.2
356.2,315.2,3114.8
356.2,317.4,3006.5
356.2,319.7,2906.2
356.2,321.9,2808.0
356.2,324.2,2738.8
356.2,326.5,2665.2
356.2,328.7,2604.5
356.2,330.9,2541.2
356.2,333.2,2497.5
356.2,335.4,2452.2
356.2,337.6,2423.0
356.2,339.9,2384.0
356.2,342.1,2352.8
356.2,344.3,2316.2
356.2,10.6,2298.8
356.2,348.8,2278.2
356.2,351.1,2260.8
356.2,353.3,2243.2
356.2,355.5,2240.0
356.2,357.8,2237.5
356.2,0.0,2240.0
356.2,2.2,2243.8
356.2,4.5,2243.8
356.2,6.7,2258.5
356.2,9.0,2281.5
356.2,11.1,2299.5
356.2,13.4,2317.5
356.2,15.6,2353.5
356.2,17.8,2384.2
356.2,20.1,2425.0
356.2,22.3,2464.0
356.2,24.5,2504.0
356.2,26.7,2551.8
356.2,28.9,2618.8
356.2,31.2,2685.2
356.2,33.4,2745.2
356.2,35.7,2833.0
356.2,37.9,2928.2
356.2,40.1,3044.0
356.2,42.3,3150.8
356.2,44.6,3284.2
356.2,46.8,3375.0
356.2,49.0,3266.8
356.2,51.3,3167.0
356.2,53.5,3055.8
356.2,55.8,2966.0
356.2,58.1,2992.5
356.2,60.3,3044.0
356.2,62.6,3002.5
356.2,64.8,2942.5
356.2,67.1,2881.5
356.2,69.3,2835.5
356.2,71.6,2795.5
356.2,73.8,2764.0
356.2,76.1,2736.0
356.2,78.3,2729.5
356.2,80.6,2699.2
356.2,82.9,2686.0
356.2,85.2,2689.5
356.2,87.4,2662.2
356.2,89.7,2685.8
356.2,91.9,2662.8
356.2,94.2,2674.5
356.2,96.4,2695.5
356.2,98.7,2701.8
356.2,100.9,2694.5
356.2,103.2,2294.5
356.2,105.6,1973.2
356.2,129.9,281.5
356.2,132.8,265.8
356.2,135.4,255.5
356.2,137.5,241.0
356.2,220.2,232.0
356.2,222.5,238.5
356.2,223.3,246.8
356.2,226.7,268.8
356.2,229.0,279.8
356.2,257.8,2898.5
356.2,260.0,2883.2
356.2,262.3,2874.2
356.2,264.5,2855.0
356.2,266.9,2253.5
356.2,269.2,2200.8
356.2,271.4,2194.5
356.2,273.6,2198.8
356.2,275.9,2221.8
356.2,278.1,2290.0
356.2,293.7,3304.0
356.2,295.9,3373.8
356.2,298.1,3444.2
356.2,300.3,3449.2
356.2,302.5,3550.0
356.2,304.7,3658.0
356.2,307.0,3684.8
356.2,309.2,3518.2
356.2,311.5,3354.2
356.2,313.7,3202.2
356.2,316.0,3077.8
356.2,318.2,2972.5
356.2,320.5,2876.8
356.2,322.8,2784.2
356.2,325.1,2707.8
356.2,327.3,2643.2
356.2,329.6,2575.5
356.2,331.8,2530.2
356.2,334.1,2476.2
356.2,336.3,2433.5
356.2,338.6,2396.8
356.2,340.8,2363.5
356.2,343.1,2332.8
356.2,345.4,2304.5
356.2,347.6,2285.5
356.2,349.8,2269.0
356.2,352.1,2262.8
356.2,354.4,2240.8
356.2,356.6,2240.5
356.2,358.8,2239.5
356.2,1.1,2241.2
356.2,3.3,2243.0
356.2,5.5,2255.8
356.2,7.8,2262.8
356.2,10.0,2284.2
356.2,12.2,2315.8
356.2,14.5,2344.2
356.2,16.8,2369.8
356.2,19.0,2405.8
356.2,21.2,2440.2
356.2,23.4,2490.5
355.8,25.7,2530.5
355.8,27.9,2586.5
355.8,30.1,2654.0
355.8,32.4,2717.5
355.8,34.7,2792.2
355.8,37.0,2886.2
355.8,39.2,2993.0
355.8,41.4,3099.0
355.8,43.6,3237.2
355.8,45.9,3370.0
355.8,48.1,3301.5
355.8,50.4,3186.5
355.8,52.7,3093.5
355.8,54.9,2993.0
355.8,57.2,2987.8
355.8,59.5,3021.8
355.8,61.7,3009.5
355.8,64.0,2946.2
355.8,66.2,2907.0
355.8,68.5,2849.0
355.8,70.8,2798.5
355.8,73.0,2766.5
355.8,75.3,2751.0
355.8,77.5,2715.8
355.8,79.8,2701.0
355.8,82.0,2687.5
355.8,84.4,2670.5
355.8,86.7,2676.0
355.8,88.9,2664.0
355.8,91.2,2671.2
355.8,93.5,2670.8
355.8,95.8,2672.5
355.8,98.0,2711.8
355.8,100.3,2676.0
355.8,102.6,2392.0
355.8,105.0,2058.2
355.8,107.1,1802.2
355.8,129.6,281.5
355.8,132.9,267.8
355.8,134.6,255.5
355.8,138.0,243.2
355.8,218.8,232.8
355.8,222.7,238.5
355.8,223.2,246.8
355.8,227.5,269.0
355.8,229.1,279.2
355.8,258.8,0.0
355.8,258.0,2899.2
355.8,260.3,2881.5
355.8,262.5,2872.0
355.8,264.8,2857.0
355.8,267.2,2220.5
355.8,269.5,2208.0
355.8,271.7,2207.5
355.8,273.9,2211.0
355.8,276.2,2232.5
355.8,278.5,2308.8
355.8,280.7,2357.5
355.8,294.1,3317.8
355.8,296.3,3381.5
355.8,298.5,3460.2
355.8,300.8,3458.5
355.8,303.0,3554.8
355.8,305.2,3666.5
355.8,307.5,3632.8
355.8,309.8,3466.0
355.8,312.0,3306.8
355.8,314.3,3173.8
355.8,316.6,3047.5
355.8,318.8,2938.2
355.8,321.1,2837.8
355.8,323.4,2757.2
355.8,325.7,2688.8
355.8,328.0,2622.8
355.8,330.2,2568.8
355.8,332.5,2510.2
355.8,334.8,2461.8
355.8,337.1,2425.2
355.8,339.3,2385.5
355.8,341.6,2353.8
355.8,343.8,2327.2
355.8,346.1,2300.8
355.8,348.4,2283.5
355.8,350.7,2263.5
355.8,352.9,2253.5
355.8,355.1,2240.5
355.8,357.4,2243.2
355.8,359.7,2241.8
355.8,2.0,2242.2
355.8,4.2,2242.8
355.8,6.5,2262.8
355.8,8.7,2271.0
355.8,11.0,2297.0
355.8,13.2,2318.8
355.8,15.5,2356.0
355.8,17.8,2387.8
355.8,20.0,2426.0
355.8,22.3,2460.8
355.8,24.5,2504.8
355.8,26.8,2552.2
355.8,29.0,2613.5
355.8,31.2,2689.2
355.8,33.5,2754.2
355.8,35.8,2836.2
355.8,38.1,2935.0
355.8,40.4,3049.2
355.8,42.6,3166.5
355.8,44.9,3297.2
355.8,47.1,3352.0
355.8,49.4,3240.2
355.8,51.7,3126.5
355.8,54.0,3041.8
355.8,56.3,2947.0
355.8,58.5,3046.8
355.8,60.8,3046.8
355.8,63.1,2961.5
355.8,65.3,2907.5
355.8,67.7,2858.8
355.8,69.9,2828.5
355.8,72.2,2783.5
355.8,74.5,2749.5
355.8,76.7,2737.2
355.8,79.0,2703.2
355.8,81.3,2683.2
355.8,83.7,2674.0
355.8,86.0,2660.5
355.8,88.3,2670.5
355.8,90.6,2668.8
355.8,92.9,2669.8
355.8,95.1,2686.0
355.8,97.4,2690.0
355.8,99.7,2669.8
355.8,104.4,2122.2
355.8,106.8,1854.8
355.8,129.1,280.2
355.8,132.3,267.8
355.8,134.6,256.2
355.8,137.4,243.2
355.8,219.6,232.5
355.8,223.8,248.5
355.8,227.7,270.8
355.8,229.5,281.5
355.8,259.6,0.0
355.8,265.9,2463.0
355.8,268.2,2218.5
355.8,270.5,2224.8
355.8,272.8,2217.8
355.8,275.1,2261.5
355.8,277.3,2284.5
355.8,279.6,2335.8
355.8,293.1,3290.5
355.8,295.4,3357.5
355.8,297.7,3427.8
355.8,299.9,3435.0
355.8,302.1,3532.5
355.8,304.4,3623.0
355.8,306.6,3724.2
355.8,308.9,3538.5
355.8,311.2,3358.5
355.8,313.5,3211.2
355.8,315.8,3082.5
355.8,318.1,2972.8
355.8,320.4,2877.5
355.8,322.7,2780.2
355.8,325.0,2710.0
355.8,327.3,2641.5
355.8,329.6,2579.2
355.8,331.9,2525.2
355.8,334.2,2479.2
355.8,336.5,2432.5
355.8,338.8,2393.0
355.8,341.1,2360.8
355.8,343.3,2329.5
355.8,345.6,2304.2
355.8,347.9,2283.0
355.8,350.2,2270.8
355.8,352.5,2256.2
355.8,354.8,2241.8
355.8,357.1,2241.8
355.8,359.4,2251.0
355.4,1.6,2242.8
355.4,3.9,2245.0
355.4,6.2,2261.2
355.4,8.5,2271.2
355.4,10.8,2294.5
355.4,13.0,2318.2
355.4,15.3,2349.2
355.4,17.6,2387.2
355.4,19.9,2422.5
355.4,22.1,2465.2
355.4,24.4,2504.0
355.4,26.7,2560.5
355.4,28.9,2617.5
355.4,31.2,2678.0
355.4,33.5,2750.0
355.4,35.8,2835.0
355.4,38.1,2937.5
355.4,40.4,3049.8
355.4,42.7,3173.8
355.4,44.9,3304.0
355.4,47.2,3337.5
355.4,49.5,3228.5
355.4,51.8,3113.8
355.4,54.2,3017.8
355.4,56.4,2948.0
355.4,58.8,3046.8
355.4,61.0,3022.2
355.4,63.3,2977.2
355.4,65.6,2908.2
355.4,67.9,2846.8
355.4,70.2,2810.5
355.4,72.5,2781.0
355.4,74.9,2744.0
355.4,77.2,2714.5
355.4,79.4,2704.0
355.4,81.7,2685.8
355.4,84.2,2670.8
355.4,86.5,2662.5
355.4,88.8,2656.8
355.4,91.1,2674.5
355.4,93.4,2662.5
355.4,95.7,2673.5
355.4,98.0,2699.8
355.4,100.3,2670.8
355.4,102.7,2389.5
355.4,105.0,2041.2
355.4,107.3,1794.8
355.4,130.0,279.8
355.4,132.5,268.2
355.4,135.5,254.8
355.4,139.5,238.8
355.4,219.2,231.5
355.4,222.3,236.5
355.4,223.0,246.8
355.4,226.6,268.8
355.4,229.0,279.8
355.4,259.3,0.0
355.4,263.3,2718.8
355.4,265.7,2438.5
355.4,268.1,2206.5
355.4,270.3,2226.5
355.4,272.6,2256.2
355.4,275.0,2263.0
355.4,277.2,2297.2
355.4,279.5,2332.0
355.4,293.1,3286.2
355.4,295.4,3357.0
355.4,297.7,3424.2
355.4,299.9,3425.0
355.4,302.2,3523.0
355.4,304.5,3623.5
355.4,306.8,3708.2
355.4,309.1,3519.2
355.4,311.4,3359.0
355.4,313.7,3218.5
355.4,316.0,3075.5
355.4,318.3,2964.0
355.4,320.6,2861.2
355.4,323.0,2769.5
355.4,325.3,2701.5
355.4,327.6,2631.0
355.4,329.9,2569.0
355.4,332.2,2510.2
355.4,334.6,2465.5
355.4,336.9,2431.5
355.4,339.2,2389.0
355.4,341.5,2349.2
355.4,343.8,2322.2
355.4,346.1,2295.5
355.4,348.5,2282.2
355.4,350.8,2262.8
355.4,353.1,2256.0
355.4,355.3,2242.5
355.4,357.7,2241.0
355.4,359.9,2244.0
355.4,2.2,2253.8
355.4,4.5,2244.5
355.4,6.8,2260.5
355.4,9.2,2280.5
355.4,11.4,2296.8
355.4,13.8,2326.8
355.4,16.0,2359.2
355.4,18.3,2398.5
355.4,20.6,2433.5
355.4,22.9,2474.5
355.4,25.2,2522.2
355.4,27.5,2575.8
355.4,29.8,2642.2
355.4,32.0,2706.5
355.4,34.3,2778.8
355.4,36.7,2877.2
355.4,39.0,2983.5
355.4,41.3,3095.8
355.4,43.6,3233.0
355.4,45.9,3371.5
355.4,48.2,3287.8
355.4,50.5,3175.2
355.4,52.9,3061.5
355.4,55.2,2986.5
355.4,57.5,2953.8
355.4,59.8,3007.8
355.4,62.2,2995.5
355.4,64.5,2931.8
355.4,66.8,2878.2
355.4,69.1,2828.0
355.4,71.4,2794.0
355.4,73.8,2764.5
355.4,76.1,2731.0
355.4,78.4,2704.0
355.4,80.7,2690.5
355.4,83.2,2664.5
355.4,85.5,2669.0
355.4,87.8,2659.8
355.4,90.1,2656.8
355.4,92.4,2675.0
355.4,94.8,2659.0
355.4,97.1,2683.5
355.4,99.4,2711.8
355.4,101.7,2661.8
355.4,104.2,2150.5
355.4,106.6,1876.2
355.4,129.0,286.8
355.4,132.5,267.0
355.4,134.6,257.8
355.4,138.8,241.5
355.4,218.8,232.8
355.4,221.6,240.5
355.4,223.0,246.8
355.4,227.0,267.5
355.4,228.9,280.2
355.4,259.6,0.0
355.4,266.1,2331.0
355.4,268.4,2205.2
355.4,270.8,2226.0
355.4,273.0,2252.5
355.4,275.4,2269.5
355.4,277.7,2298.8
355.4,280.0,2351.0
355.4,293.7,3295.8
355.4,296.0,3367.2
355.4,298.4,3437.2
355.4,300.6,3448.8
355.4,302.9,3548.8
355.4,305.2,3657.2
355.4,307.5,3640.0
355.4,309.8,3466.5
355.4,312.1,3304.0
355.4,314.4,3162.8
355.4,316.8,3042.8
355.4,319.1,2933.2
355.4,321.4,2830.8
355.4,323.8,2745.5
355.4,326.2,2678.8
355.4,328.5,2613.5
355.4,330.8,2549.2
355.4,333.2,2496.5
355.4,335.5,2453.5
355.4,337.8,2416.0
355.4,340.1,2378.5
355.4,342.4,2347.0
355.4,344.8,2317.0
355.4,347.1,2293.0
355.2,349.4,2270.5
355.2,351.8,2258.2
355.2,354.0,2243.0
355.2,356.4,2241.0
355.2,358.7,2237.5
355.2,1.0,2240.5
355.2,3.3,2244.2
355.2,5.6,2257.8
355.2,7.9,2268.2
355.2,10.2,2288.5
355.2,12.6,2318.0
355.2,14.9,2347.2
355.2,17.2,2380.0
355.2,19.5,2419.0
355.2,21.8,2454.0
355.2,24.1,2498.2
355.2,26.5,2545.8
355.2,28.8,2610.8
355.2,31.1,2672.8
355.2,33.4,2749.2
355.2,35.8,2830.2
355.2,38.0,2936.2
355.2,40.4,3048.0
355.2,42.7,3176.2
355.2,45.0,3307.2
355.2,47.3,3323.5
355.2,49.6,3221.5
355.2,52.0,3099.0
355.2,54.3,3003.5
355.2,56.7,2949.5
355.2,59.0,3042.8
355.2,61.3,3015.2
355.2,63.7,2950.0
355.2,66.0,2896.5
355.2,68.4,2838.0
355.2,70.7,2790.2
355.2,73.0,2757.5
355.2,75.4,2744.0
355.2,77.7,2705.2
355.2,80.0,2686.0
355.2,82.3,2688.2
355.2,84.8,2664.2
355.2,87.2,2654.2
355.2,89.5,2664.5
355.2,91.8,2656.0
355.2,94.2,2668.8
355.2,96.5,2687.5
355.2,98.8,2687.8
355.2,101.2,2674.0
355.2,103.6,2236.2
355.2,106.0,1939.8
355.2,126.4,304.0
355.2,129.1,284.2
355.2,131.5,268.2
355.2,138.4,248.8
355.2,218.9,232.5
355.2,221.4,240.5
355.2,227.9,270.8
355.2,229.2,281.0
355.2,260.0,0.0
355.2,255.0,2386.5
355.2,264.2,2990.0
355.2,266.7,2237.2
355.2,269.0,2204.8
355.2,271.3,2221.2
355.2,273.7,2250.8
355.2,276.0,2269.5
355.2,278.3,2317.5
355.2,280.6,2390.2
355.2,292.1,3248.2
355.2,294.4,3308.2
355.2,296.8,3375.0
355.2,299.0,3458.0
355.2,301.3,3470.8
355.2,303.6,3579.2
355.2,305.9,3688.0
355.2,308.3,3578.0
355.2,310.6,3400.8
355.2,313.0,3251.2
355.2,315.3,3117.5
355.2,317.7,2998.2
355.2,320.0,2890.5
355.2,322.4,2791.0
355.2,324.8,2715.0
355.2,327.1,2651.0
355.2,329.4,2581.0
355.2,331.8,2525.8
355.2,334.1,2477.5
355.2,336.5,2432.5
355.2,338.8,2393.0
355.2,341.1,2357.8
355.2,343.5,2328.0
355.2,345.8,2294.8
355.2,348.2,2283.5
355.2,350.5,2265.0
355.2,352.8,2255.0
355.2,355.2,2241.5
355.2,357.5,2242.0
355.2,359.8,2242.8
355.2,2.2,2244.5
355.2,4.5,2259.0
355.2,6.8,2260.0
355.2,9.2,2284.0
355.2,11.5,2296.0
355.2,13.8,2326.0
355.2,16.2,2360.0
355.2,18.5,2396.2
355.2,20.8,2435.5
355.2,23.1,2482.2
355.2,25.5,2526.0
355.2,27.8,2585.2
355.2,30.1,2650.2
355.2,32.4,2715.2
355.2,34.8,2797.0
355.2,37.1,2896.0
355.2,39.4,3003.0
355.2,41.8,3118.0
355.2,44.1,3256.0
355.2,46.4,3367.8
355.2,48.8,3250.2
355.2,51.1,3131.2
355.2,53.5,3049.0
355.2,55.8,2954.8
355.2,58.2,3022.2
355.2,60.5,3026.2
